Date,link,title,Gender-Loose,Gender-Tight,description
5/18/09,http://www.missedinhistory.com/podcasts/did-betsy-ross-really-make-the-first-american-flag/,Did Betsy Ross really make the first American Flag?,F,F,"Did Betsy Ross really make the first American flag, or is this just another revolutionary legend? Learn the myths and facts about Betsy Ross and the first American flag in this podcast from HowStuffWorks.com."
5/20/09,http://www.missedinhistory.com/podcasts/how-the-tuskegee-airmen-worked/,How the Tuskegee Airmen Worked,M,M,The Tuskegee Airmen made up the first African American air squadron. Tune in to this podcast from HowStuffWorks.com to learn more about desegregation in the American army and how the Tuskegee Airmen helped win World War II.
5/25/09,http://www.missedinhistory.com/podcasts/what-really-happened-at-kent-state/,What really happened at Kent State?,M,M,"After the Kent State shootings, colleges across the country closed. However, decades later, researchers still aren't sure what actually happened at Kent State. Tune in and learn more in this podcast from HowStuffWorks.com."
5/27/09,http://www.missedinhistory.com/podcasts/presidential-perks/,Presidential Perks,M,M,"When a person becomes the president, he or she is entitled to a 400k salary, as well as a hefty expense account -- and the benefits don't stop there! Learn more about the perks of being president in this podcast from HowStuffWorks.com."
6/1/09,http://www.missedinhistory.com/podcasts/the-marco-polo-pasta-myth/,The Marco Polo Pasta Myth,M,M,"As one of history's most well-known globetrotters, Marco Polo is credited with many important contributions to Western civilization. Many believe pasta is one of these contributions -- but is it a myth? Learn more in this podcast from HowStuffWorks.com."
6/3/09,http://www.missedinhistory.com/podcasts/was-teddy-roosevelt-the-first-green-president/,Was Teddy Roosevelt the First Green President?,M,M,"Teddy Roosevelt was renowned for his hunting and enthusiasm for the outdoors, but he was also very concerned with conservation. Discover why he tops the list of ""Green"" presidents in this podcast from HowStuffWorks.com."
6/8/09,http://www.missedinhistory.com/podcasts/what-did-greek-philosophers-think-about-happiness/,What did Greek philosophers think about happiness?,M,M,"What is happiness? To answer this question, our resident history buffs turn back the clock and take a closer look at ancient Greek philosophy, from Herodotus to Epicurus. Learn more in this podcast from HowStuffWorks.com."
6/10/09,http://www.missedinhistory.com/podcasts/were-the-robber-barons-americas-greatest-philanthropists/,Were the Robber Barons Americaâ€™s greatest philanthropists?,M,M,"Although America's robber barons are often viewed in negative terms, they left a philanthropic legacy that continues today. Learn more about philanthropy and charity -- as well as the difference between the two -- in this podcast from HowStuffWorks.com."
6/15/09,http://www.missedinhistory.com/podcasts/fan-pick-best-innovators-in-history/,Fan Pick: Best Innovators in History,M,M,"With help from listeners, our resident history buffs take a look at the world's great innovators and try to pick the best of the bunch. Listen in to learn more about three of the best innovators in history with this podcast from HowStuffWorks.com."
6/17/09,http://www.missedinhistory.com/podcasts/ghosts-of-history-winchester-mystery-house/,Ghosts of History: Winchester Mystery House,F,F,"When a psychic told Sarah Winchester that the spirits of every person who died from a Winchester rifle would haunt her unless they were appeased, she built one of the world's strangest houses. Learn more with this podcast from HowStuffWorks.com."
6/22/09,http://www.missedinhistory.com/podcasts/the-golem-of-prague/,The Golem of Prague,M,M,"In Jewish folklore, golems are powerful creatures created from clay. According to legend, a golem was created to defend the Jewish population of Prague during the reign of Rudolph II. Learn more about golems in this podcast from HowStuffWorks.com."
6/24/09,http://www.missedinhistory.com/podcasts/ghosts-of-history-versailles/,Ghosts of History: Versailles,F,F,"In 1901, two women visiting Versailles lost their way and met a series of strange, anachronistic characters. Looking back on the event, the women became certain they had slipped through time into 1789. Learn more in this podcast from HowStuffWorks.com."
6/29/09,http://www.missedinhistory.com/podcasts/the-amelia-earhart-mystery/,The Amelia Earhart Mystery,F,F,"In 1937, famous aviator Amelia Earhart attempted to circumnavigate the globe via airplane. However, she disappeared over the Pacific and was never seen again. Listen in to learn more about the mystery in this podcast from HowStuffWorks.com."
7/1/09,http://www.missedinhistory.com/podcasts/ghosts-of-history-the-borley-rectory/,Ghosts of History: The Borley Rectory,M,M,"Legends surround the history of the Borley Rectory, which is known as the most haunted house in England. Tune in to learn more about the ghosts reputed to haunt the Rectory in this podcast from HowStuffWorks.com."
7/6/09,http://www.missedinhistory.com/podcasts/duchess-of-decadence-georgiana/,Duchess of Decadence: Georgiana,F,F,"Georgiana, Duchess of Devonshire, was also known as the Empress of Fashion. Married at the age of 16, the Duchess soon became enormously popular and led a life of excess. Learn what happened next in this podcast from HowStuffWorks.com."
7/8/09,http://www.missedinhistory.com/podcasts/how-the-stonewall-riots-worked/,How the Stonewall Riots Worked,M,M,"On June 28, 1969, police raided the Stonewall Inn, one of the few bars that welcomed gay patrons. Learn how this raid triggered the first major gay rights protest in U.S. history in this podcast from HowStuffWorks.com."
7/13/09,http://www.missedinhistory.com/podcasts/how-the-dancing-plague-of-1518-worked/,How the Dancing Plague of 1518 Worked,N,N,"In the summer of 1518, a woman in Strasbourg, France started dancing -- and didn't stop. By the end of the week, the compulsion to dance had spread to hundreds of people. Learn more about the dancing sickness in this podcast from HowStuffWorks.com."
7/15/09,http://www.missedinhistory.com/podcasts/americas-favorite-outlaw-billy-the-kid/,Americaâ€™s Favorite Outlaw: Billy the Kid,M,M,"Born Henry McCarty in New York City, Billy the Kid committed his first act of murder before he turned 20. Join Candace and Katie as they explore the fact -- and fiction -- surrounding the legendary outlaw in this podcast from HowStuffWorks.com."
7/20/09,http://www.missedinhistory.com/podcasts/malaria-and-the-panama-canal/,Malaria and the Panama Canal,M,M,"The idea for the Panama Canal goes back to 1534, when the Spanish surveyed the area. However, the canal wasn't built for centuries, and it was an arduous task. Learn more about the malaria plaguing canal builders in this podcast from HowStuffWorks.com."
7/22/09,http://www.missedinhistory.com/podcasts/the-red-light-district-of-new-orleans/,The Red Light District of New Orleans,F,N,"Established in 1897, Storyville was a legal twenty block red-light district in New Orleans. Tune in as Katie and Candace take a look at the colorful history of New Orleans' infamous prostitution district in this podcast from HowStuffWorks.com."
7/27/09,http://www.missedinhistory.com/podcasts/how-the-1916-shark-attacks-worked/,How the 1916 Shark Attacks Worked,N,N,"In 1916, a series of shark attacks took place along the shores of New Jersey. The media downplayed the first attack as a fluke -- but the attacks continued. Tune in and learn more about the story that inspired Jaws in this podcast from HowStuffWorks.com."
7/29/09,http://www.missedinhistory.com/podcasts/alexander-hamilton-vs-aaron-burr/,Alexander Hamilton vs. Aaron Burr,M,M,"As political rivals, Hamilton and Burr began a bitter exchange of insults, leading to a duel in 1804 that resulted in Hamilton's death. Learn about the ideas that drove Hamilton and Burr to violence in this podcast from HowStuffWorks.com."
8/3/09,http://www.missedinhistory.com/podcasts/historical-pooches/,Historical Pooches,N,N,"From the average Joe to the president of the United States, people across the world have pet dogs. Get the details on the canine companions of history's most influential personalities in this podcast from HowStuffWorks.com."
8/5/09,http://www.missedinhistory.com/podcasts/how-the-sacco-and-vanzetti-trial-worked/,How the Sacco and Vanzetti Trial Worked,M,M,"When Sacco and Vanzetti were charged with murder, the Italian-born anarchists didn't receive a fair trial because of their political views and foreign birth. Learn more about the trial -- and its repercussions -- in this podcast from HowStuffWorks.com."
8/10/09,http://www.missedinhistory.com/podcasts/the-ghost-dance-and-wounded-knee/,The Ghost Dance and Wounded Knee,M,M,"During an eclipse in 1889, Jack Wilson dreamed that he died, spoke with God and returned to spread a message through the resurrection of a ritual called the Ghost Dance. Learn more about the Ghost Dance in this podcast from HowStuffWorks.com."
8/12/09,http://www.missedinhistory.com/podcasts/the-story-of-bonnie-and-clyde/,The Story of Bonnie and Clyde,F,F,"When Clyde Barrow met Bonnie Parker in 1930 , they felt an instant, deep attraction. Learn how this couple went from love at first sight to a string of notorious bank robberies in this podcast from HowStuffWorks.com."
8/17/09,http://www.missedinhistory.com/podcasts/how-mark-twain-worked/,How Mark Twain Worked,M,M,"Almost a century after his death, Mark Twain remains a literary legend. Join Katie and Sarah as they take a closer look at the quintessential American author in this podcast from HowStuffWorks.com."
8/19/09,http://www.missedinhistory.com/podcasts/how-eleanor-of-aquitaine-worked/,How Eleanor of Aquitaine Worked,F,F,"Born in the 12th century in a world where women had few rights and little power, Eleanor of Aquitaine was a woman ahead of her time. Learn more about Eleanor of Aquitaine's rise to power in this podcast from HowStuffWorks.com."
8/24/09,http://www.missedinhistory.com/podcasts/franklins-lost-expedition/,Franklinâ€™s Lost Expedition,M,M,"After he joined the Navy at 14, Sir John Franklin traveled the world and eventually became the governor of Tanzania. In 1846, he set off to explore the Arctic -- and never returned. Learn more about the mystery in this podcast from HowStuffWorks.com."
8/26/09,http://www.missedinhistory.com/podcasts/what-happened-to-norte-chico/,What happened to Norte Chico?,M,M,"In the arid Norte Chico region of Peru, archaeologists found several ancient mounds and a large amount of fish bones. Why did the city's founders move to an inland desert? How did they get all these fish? Learn more in this podcast from HowStuffWorks.com."
8/31/09,http://www.missedinhistory.com/podcasts/how-the-newsboy-strike-of-1899-worked/,How the Newsboy Strike of 1899 Worked,M,M,"At the turn of the century, New York paperboys formed the backbone of the city's paper distribution network. When publishers increased the cost of wholesale papers in 1899, the newsboys went on strike. Learn more in this podcast from HowStuffWorks.com."
9/2/09,http://www.missedinhistory.com/podcasts/interview-with-president-jimmy-carter-guinea-worm-disease/,Interview with President Jimmy Carter: Guinea Worm Disease,M,M,"This episode, the first in a five-part interview series with former President Jimmy Carter, details the Carter Center's work on the eradication of Guinea worm disease."
9/7/09,http://www.missedinhistory.com/podcasts/john-snows-ghost-map/,John Snowâ€™s Ghost Map,M,M,"In this episode of Stuff You Missed in History Class, Katie and Sarah discuss Dr. John Snow's famous ""ghost map"" and work tracing a cholera outbreak in Victorian London."
